i0.MultiQueueMigrator.migrationCount 262
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.reads 1302
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.writes 792
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.activates 1151
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.precharges 1150
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.actWaits 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.actWaitTotal 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.actWaitAverage -nan
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.averageWriteTime 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.measuredWriteTimes 792
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.cancelCountHisto {0: 791}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.bankEnergy 1429.94nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.activeEnergy 93.4612nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.burstEnergy 1336.47nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.bankPower 395135W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.activePower 25826.2W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.burstPower 369309W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.refreshPower 0W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.bandwidth 314.519MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.dataCycles 8376
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.powerCycles 681757
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.utilization 0.0122859
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.reads 1302
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.writes 792
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.activates 1151
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.precharges 1150
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.activeCycles 679021
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.standbyCycles 2736
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.fastExitActiveCycles 2929916
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.fastExitPrechargeCycles 7180
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.actWaits 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.actWaitTotal 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.actWaitAverage 1.5
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank1.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.decoder.migratedAccesses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.subArrayEnergy 1429.56nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.activeEnergy 84.6916nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.burstEnergy 1344.87nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.measuredPauses 797
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.reads 1286
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.writes 797
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.activates 1043
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.precharges 1042
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.actWaits 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.actWaitTotal 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.actWaitAverage -nan
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.averageWriteTime 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.measuredWriteTimes 797
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.cancelCountHisto {0: 796}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.bankEnergy 1429.56nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.activeEnergy 84.6916nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.burstEnergy 1344.87nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.bankPower 395032W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.activePower 23402.9W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.burstPower 371630W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.refreshPower 0W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.bandwidth 312.867MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.dataCycles 8332
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.powerCycles 681757
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.utilization 0.0122214
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.reads 1286
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.writes 797
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.activates 1043
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.precharges 1042
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.activeCycles 677515
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.standbyCycles 4242
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.fastExitActiveCycles 2924295
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.fastExitPrechargeCycles 12801
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.actWaits 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.actWaitTotal 6
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.actWaitAverage 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank2.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.decoder.migratedAccesses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.subArrayEnergy 1464.52nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.activeEnergy 96.1408nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.burstEnergy 1368.38nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.measuredPauses 811
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.reads 1239
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.writes 811
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.activates 1184
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.precharges 1183
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.actWaits 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.actWaitTotal 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.actWaitAverage -nan
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.averageWriteTime 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.measuredWriteTimes 811
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.cancelCountHisto {0: 810}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.bankEnergy 1464.52nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.activeEnergy 96.1408nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.burstEnergy 1368.38nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.bankPower 404693W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.activePower 26566.6W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.burstPower 378126W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.refreshPower 0W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.bandwidth 307.91MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.dataCycles 8200
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.powerCycles 681757
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.utilization 0.0120277
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.reads 1239
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.writes 811
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.activates 1184
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.precharges 1183
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.activeCycles 679533
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.standbyCycles 2224
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.fastExitActiveCycles 2933140
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.fastExitPrechargeCycles 3956
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.actWaits 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.actWaitTotal 6
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.actWaitAverage 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank3.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.decoder.migratedAccesses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.subArrayEnergy 1340.66nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.activeEnergy 86.8028nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.burstEnergy 1253.85nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.measuredPauses 743
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.reads 1261
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.writes 743
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.activates 1069
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.precharges 1068
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.actWaits 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.actWaitTotal 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.actWaitAverage -nan
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.averageWriteTime 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.measuredWriteTimes 743
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.cancelCountHisto {0: 742}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.bankEnergy 1340.66nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.activeEnergy 86.8028nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.burstEnergy 1253.85nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.bankPower 370464W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.activePower 23986.3W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.burstPower 346478W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.refreshPower 0W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.bandwidth 301.001MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.dataCycles 8016
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.powerCycles 681757
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.utilization 0.0117579
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.reads 1261
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.writes 743
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.activates 1069
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.precharges 1068
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.activeCycles 679487
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.standbyCycles 2270
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.fastExitActiveCycles 2932585
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.fastExitPrechargeCycles 4511
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.actWaits 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.actWaitTotal 6
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.actWaitAverage 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank4.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.decoder.migratedAccesses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.subArrayEnergy 1357.79nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.activeEnergy 77.14nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.burstEnergy 1280.65nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.cancelledWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.pausedWrites 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.measuredPauses 759
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.measuredProgresses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.reads 1165
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.writes 759
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.activates 950
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.precharges 949
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.actWaits 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.actWaitTotal 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.actWaitAverage -nan
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.worstCaseWrite 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.num00Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.num01Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.num10Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.num11Writes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.averageWriteTime 60
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.measuredWriteTimes 759
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.cancelCountHisto {0: 758}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.wpPauseHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.subarray0.wpCancelHisto {}
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.bankEnergy 1357.79nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.activeEnergy 77.14nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.burstEnergy 1280.65nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.bankPower 375200W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.activePower 21316.1W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.burstPower 353884W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.refreshPower 0W
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.bandwidth 288.985MB/s
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.dataCycles 7696
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.powerCycles 681757
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.utilization 0.0112885
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.reads 1165
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.writes 759
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.activates 950
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.precharges 949
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.refreshes 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.activeCycles 680697
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.standbyCycles 1060
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.fastExitActiveCycles 2936965
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.fastExitPrechargeCycles 131
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.slowExitPrechargeCycles 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.actWaits 3
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.actWaitTotal 6
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.actWaitAverage 2
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.averageEndurance 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank5.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.decoder.migratedAccesses 0
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.subArrayEnergy 1539.41nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.activeEnergy 88.3456nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.burstEnergy 1451.06nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel1.FRFCFS.channel1.rank0.bank6.subarray0.cancelledWrites 0
