i0.MultiQueueMigrator.migrationCount 262
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.activates 1086
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.precharges 1085
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.activeCycles 714783
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.standbyCycles 1211
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.fastExitActiveCycles 2902770
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.fastExitPrechargeCycles 89
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.slowExitPrechargeCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.actWaits 2
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.actWaitTotal 3
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.actWaitAverage 1.5
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank3.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.subArrayEnergy 1333.56nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.activeEnergy 96.1408nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.burstEnergy 1237.41nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.cancelledWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.pausedWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.measuredPauses 733
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.measuredProgresses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.reads 1515
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.writes 733
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.activates 1184
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.precharges 1183
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.actWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.actWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.actWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.worstCaseWrite 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.num00Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.num01Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.num10Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.num11Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.averageWriteTime 60
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.measuredWriteTimes 733
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.cancelCountHisto {0: 732}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.wpPauseHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.subarray0.wpCancelHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.bankEnergy 1333.56nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.activeEnergy 96.1408nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.burstEnergy 1237.41nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.bankPower 368502W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.activePower 26566.6W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.burstPower 341936W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.bandwidth 321.504MB/s
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.dataCycles 8992
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.powerCycles 715994
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.utilization 0.0125588
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.reads 1515
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.writes 733
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.activates 1184
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.precharges 1183
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.activeCycles 714213
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.standbyCycles 1781
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.fastExitActiveCycles 2902342
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.fastExitPrechargeCycles 517
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.slowExitPrechargeCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.actWaits 3
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.actWaitTotal 6
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.actWaitAverage 2
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank4.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.subArrayEnergy 1419.01nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.activeEnergy 84.3668nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.burstEnergy 1334.64nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.cancelledWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.pausedWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.measuredPauses 791
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.measuredProgresses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.reads 1210
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.writes 791
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.activates 1039
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.precharges 1038
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.actWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.actWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.actWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.worstCaseWrite 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.num00Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.num01Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.num10Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.num11Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.averageWriteTime 60
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.measuredWriteTimes 791
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.cancelCountHisto {0: 790}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.wpPauseHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.subarray0.wpCancelHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.bankEnergy 1419.01nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.activeEnergy 84.3668nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.burstEnergy 1334.64nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.bankPower 392115W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.activePower 23313.1W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.burstPower 368802W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.bandwidth 286.179MB/s
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.dataCycles 8004
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.powerCycles 715994
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.utilization 0.0111789
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.reads 1210
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.writes 791
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.activates 1039
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.precharges 1038
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.activeCycles 714881
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.standbyCycles 1113
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.fastExitActiveCycles 2902816
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.fastExitPrechargeCycles 43
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.slowExitPrechargeCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.actWaits 3
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.actWaitTotal 6
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.actWaitAverage 2
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank5.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.subArrayEnergy 1481.8nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.activeEnergy 99.5512nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.burstEnergy 1382.25nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.cancelledWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.pausedWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.measuredPauses 819
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.measuredProgresses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.reads 1478
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.writes 819
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.activates 1226
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.precharges 1225
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.actWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.actWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.actWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.worstCaseWrite 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.num00Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.num01Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.num10Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.num11Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.averageWriteTime 60
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.measuredWriteTimes 819
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.cancelCountHisto {0: 818}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.wpPauseHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.subarray0.wpCancelHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.bankEnergy 1481.8nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.activeEnergy 99.5512nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.burstEnergy 1382.25nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.bankPower 409467W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.activePower 27509W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.burstPower 381958W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.bandwidth 328.512MB/s
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.dataCycles 9188
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.powerCycles 715994
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.utilization 0.0128325
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.reads 1478
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.writes 819
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.activates 1226
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.precharges 1225
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.activeCycles 714160
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.standbyCycles 1834
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.fastExitActiveCycles 2902327
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.fastExitPrechargeCycles 532
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.slowExitPrechargeCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.actWaits 3
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.actWaitTotal 6
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.actWaitAverage 2
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank6.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.decoder.migratedAccesses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.subArrayEnergy 1662.64nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.activeEnergy 107.103nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.burstEnergy 1555.54nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.cancelledWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.pausedWrites 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.measuredPauses 922
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.measuredProgresses 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.reads 1324
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.writes 922
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.activates 1319
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.precharges 1318
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.actWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.actWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.actWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.worstCaseWrite 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.num00Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.num01Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.num10Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.num11Writes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.averageWriteTime 60
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.measuredWriteTimes 922
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.cancelCountHisto {0: 921}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.wpPauseHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.subarray0.wpCancelHisto {}
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.bankEnergy 1662.64nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.activeEnergy 107.103nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.burstEnergy 1555.54nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.bankPower 459438W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.activePower 29595.8W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.burstPower 429842W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.bandwidth 321.218MB/s
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.dataCycles 8984
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.powerCycles 715994
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.utilization 0.0125476
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.reads 1324
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.writes 922
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.activates 1319
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.precharges 1318
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.refreshes 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.activeCycles 713939
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.standbyCycles 2055
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.fastExitActiveCycles 2902156
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.fastExitPrechargeCycles 703
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.slowExitPrechargeCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.actWaits 3
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.actWaitTotal 6
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.actWaitAverage 2
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.averageEndurance 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.bank7.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.totalEnergy 76505.9nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.backgroundEnergy 64503.9nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.activateEnergy 775.054nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.burstEnergy 11227nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.refreshEnergy 0nJ
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.totalPower 0.00845637W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.backgroundPower 0.00712976W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.activatePower 8.56685e-05W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.burstPower 0.00124094W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.refreshPower 0W
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.reads 11088
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.writes 6653
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.activeCycles 715991
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.standbyCycles 3
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.fastExitActiveCycles 2902816
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.fastExitPrechargeCycles 43
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.slowExitCycles 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.actWaits 81
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.actWaitTotal 81
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.actWaitAverage 1
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.rrdWaits 81
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.rrdWaitTotal 81
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.rrdWaitAverage 1
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.fawWaits 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.fawWaitTotal 0
i0.defaultMemory.channel3.FRFCFS.channel3.rank0.fawWaitAverage -nan
i0.defaultMemory.channel3.FRFCFS.mem_reads 11088
i0.defaultMemory.channel3.FRFCFS.mem_writes 6653
i0.defaultMemory.channel3.FRFCFS.rb_hits 8196
i0.defaultMemory.channel3.FRFCFS.rb_miss 9545
i0.defaultMemory.channel3.FRFCFS.starvation_precharges 648
i0.defaultMemory.channel3.FRFCFS.averageLatency 64.9966
i0.defaultMemory.channel3.FRFCFS.averageQueueLatency 4.05885
i0.defaultMemory.channel3.FRFCFS.averageTotalLatency 69.0555
i0.defaultMemory.channel3.FRFCFS.measuredLatencies 17741
i0.defaultMemory.channel3.FRFCFS.measuredQueueLatencies 17741
i0.defaultMemory.channel3.FRFCFS.measuredTotalLatencies 17741
i0.defaultMemory.channel3.FRFCFS.write_pauses 0
i0.defaultMemory.channel3.FRFCFS.simulation_cycles 3618853
i0.defaultMemory.channel3.FRFCFS.wakeupCount 0
i0.defaultMemory.totalReadRequests 45041
i0.defaultMemory.totalWriteRequests 31842
i0.defaultMemory.successfulPrefetches 0
i0.defaultMemory.unsuccessfulPrefetches 0
